lang	suite	transport	pattern	size	c_tput_ops	bind_tput_ops	tput_ratio_pct	c_lat_ms	bind_lat_ms	lat_ratio	c_status	bind_status	c_report	bind_report	pair_tag
cpp	multi	wss	MULTI_ROUTER_ROUTER_REQREP	131072	6641.000	5496.000	82.8	5.481888	322.753555	58.88	complete	complete	bindings/c/perf/results/multi/report/perf_c_multi_linux_20260909_171038_c0174-cpp-mfix.txt	bindings/cpp/perf/results/multi/report/perf_cpp_multi_linux_20260909_171217_c0174-cpp-mfix.txt	c0174-cpp-multi
cpp	multi	wss	MULTI_DEALER_ROUTER_REQREP	131072	6751.400	5103.800	75.6	5.697944	407.116432	71.45	complete	complete	bindings/c/perf/results/multi/report/perf_c_multi_linux_20260909_171038_c0174-cpp-mfix.txt	bindings/cpp/perf/results/multi/report/perf_cpp_multi_linux_20260909_171217_c0174-cpp-mfix.txt	c0174-cpp-multi
cpp	multi	tls	MULTI_DEALER_ROUTER_REQREP	131072	8606.400	6248.000	72.6	11.374503	289.394253	25.44	complete	complete	bindings/c/perf/results/multi/report/perf_c_multi_linux_20260909_171057_c0174-cpp-mfix.txt	bindings/cpp/perf/results/multi/report/perf_cpp_multi_linux_20260909_171239_c0174-cpp-mfix.txt	c0174-cpp-multi
